contraente_key,classificazione,regola,occorrenze
PRO.TEC. SRL,organization,org_srl,1
PROCED S,non_classificato,nessun_segnale_esplicito,7
PROCED S.R.L.,organization,org_srl,1
PROCED SRL,organization,org_srl,1
PRODEVENTS26 S.R.L.S.,organization,org_srl,1
PROEL S.A.S. DI SPAMPINATO A. & C.,organization,org_sas,1
PROFESS,non_classificato,nessun_segnale_esplicito,2
PROFESSIONAL SERVICE,non_classificato,nessun_segnale_esplicito,1
PROFESSIONISTI DEL PAESAGGIO SRL,organization,org_srl,1
PROGES ENGINEERING SRL,organization,org_srl,1
PROGESOFT ITALIA SPA,organization,org_spa,1
PROGESOFT ITALIA SRL,organization,org_srl,3
PROGET IMPIANTI SRL,organization,org_srl,1
PROGETTO ARTE POLI S.R.L.,organization,org_srl,1
PROGETTO SVEVO SRL,organization,org_srl,1
PROGETTO TOURING SRL,organization,org_srl,1
PROMAL SRL,organization,org_srl,1
PROMOS COMUNICAZIONE S,non_classificato,nessun_segnale_esplicito,1
PROMOSAFE S.R.L,organization,org_srl,1
PROMOSAFE S.R.L. E ICR S.P.A,organization,org_srl,1
PROMOSAFE SRL,organization,org_srl,1
PSTUDIOARCH S.R.L.S.,organization,org_srl,1
PTC INGEGNERIA S.R.L.,organization,org_srl,1
PUBBLICITÀ EDITORIALE E DIGITALE SRL,organization,org_srl,1
PUBLIDIT DI TRIPODI ALESSANDRO,non_classificato,nessun_segnale_esplicito,1
PUBLIEDIT DI TRIPODI ALESS,non_classificato,nessun_segnale_esplicito,1
PUBLIFAST SRL,organization,org_srl,1
PUBLIMAS DIGITAL SLU,non_classificato,nessun_segnale_esplicito,1
PUGLIAUTO 2 DI IGNOMERIELLO FRANCESCO,non_classificato,nessun_segnale_esplicito,1
PULISVEVO SOC. COOP,non_classificato,nessun_segnale_esplicito,1
PUMAVER SRL,organization,org_srl,1
PUNTO CARTA,non_classificato,nessun_segnale_esplicito,1
PUNTO CLIMA SRL,organization,org_srl,1
PUNTO COMPUTER SRL.,organization,org_srl,1
PUNTO DI BARINA FRANCESCA,non_classificato,nessun_segnale_esplicito,1
PUNTO DI FRANCESCA,non_classificato,nessun_segnale_esplicito,1
PUNTOCLIMA SRL,organization,org_srl,1
PUNTOGOMME LAZIO SRL PER L’IMPORTO,organization,org_srl,1
PURI MARCO ARREDAMENTI,non_classificato,nessun_segnale_esplicito,1
QTI S.R.L,organization,org_srl,1
QUANTUM DESIGN S.R.L,organization,org_srl,1
QUIRINO MONTAGLIANI,non_classificato,nessun_segnale_esplicito,1
R&R FERRAMENTA S.N.C,organization,org_snc,2
R-STORE S,non_classificato,nessun_segnale_esplicito,1
R-STORE SPECIALIST,non_classificato,nessun_segnale_esplicito,1
R.TEKNOS S.R.L.,organization,org_srl,1
R1 S.P.A.,organization,org_spa,1
R2DT AUDIT SRL È RISULTATA CONGRUA,organization,org_srl,1
RA.SE.T. S.R.L,organization,org_srl,1
RADAR LEATHER DIVISION S.R.L,organization,org_srl,2
RAFFO CONSULTORES EN IDIOMAS,non_classificato,nessun_segnale_esplicito,1
RAGGRUPPAMENTO OFFICINE MECCANICHE AR.MA. (P.I. 01356101004) IN ROMA,non_classificato,nessun_segnale_esplicito,1
RAGU' COMMUNICATION S.R.L.,organization,org_srl,1
RANDSTAD ITALIA S.P.A.,organization,org_spa,1
RD SISTEMI S,non_classificato,nessun_segnale_esplicito,2
RDA DI D’ALCONZO ROBERTO UN PREVENTIVO DI SPESA PER N,non_classificato,nessun_segnale_esplicito,1
REACT STUDIO S.R.L.,organization,org_srl,1
REAL ASCENSORI DI ROMEO DANIELE ANTONIO,non_classificato,nessun_segnale_esplicito,1
REALE MUTUA DI ASS,non_classificato,nessun_segnale_esplicito,1
RECTO VERSO DI FEDERICA DELIA,non_classificato,nessun_segnale_esplicito,1
RECURFIX S.R.L,organization,org_srl,1
RED STUDIO ALLESTIMENTI S.R.L,organization,org_srl,1
RENATO NUCCI,non_classificato,nessun_segnale_esplicito,1
RENTOKIL INITIAL ITALIA S.P.A,organization,org_spa,3
RESOLFIN S.R.L,organization,org_srl,1
RESOLFIN SRL,organization,org_srl,1
RESTAURI ARTISTICI E MONUMENTALI FABIO MANNUCCI,non_classificato,nessun_segnale_esplicito,1
RESTAURI GENERALI VENEZIANI S.R.L.,organization,org_srl,1
RESTAURO TESS,non_classificato,nessun_segnale_esplicito,1
RESTING S.R.L.,organization,org_srl,1
REVELCHIONE,non_classificato,nessun_segnale_esplicito,1
REXEL S.P.A,organization,org_spa,1
RHEMA CONSULTS,non_classificato,nessun_segnale_esplicito,1
RHINO NETWORKS,non_classificato,nessun_segnale_esplicito,1
RI.AL. SRL,organization,org_srl,1
RIA SRL,organization,org_srl,3
RIFREDI SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
RIMANI SRL,organization,org_srl,1
RINA SERVICES SPA,organization,org_spa,2
RIPETTA IN FIORE DI PATRIZIA MARCOMENI ED ASSUNTO A,non_classificato,nessun_segnale_esplicito,1
RISULTA ESS,non_classificato,nessun_segnale_esplicito,4
RITTER ERNST,non_classificato,nessun_segnale_esplicito,1
RIU AIR TRAVEL CO,non_classificato,nessun_segnale_esplicito,1
ROBERTO MONTICELLI,non_classificato,nessun_segnale_esplicito,1
ROBERTO NALDI COLLECTION,non_classificato,nessun_segnale_esplicito,1
ROCHE DIAGNOSTICS S.P.A.,organization,org_spa,1
ROHDE & SCHWARTZ ITALIA SPA,organization,org_spa,1
ROHDE & SCHWARZ ITALIA,non_classificato,nessun_segnale_esplicito,2
ROHDE & SCHWARZ ITALIA S.P.A,organization,org_spa,3
ROHDE & SCHWARZ ITALIA S.P.A.,organization,org_spa,3
ROHDE & SCHWARZ ITALIA SPA,organization,org_spa,4
ROHDE & SCHWARZ S.P.A.,organization,org_spa,3
ROHDE & SCHWARZ SPA,organization,org_spa,2
ROHDE SCHWARZ ITALIA S.P.A.,organization,org_spa,2
ROMA,non_classificato,nessun_segnale_esplicito,1
ROMA - FONDI MIT 7341 ANNO 2023 - PIANO GESTIONALE 01,non_classificato,nessun_segnale_esplicito,1
ROMA RESTAURO S.R.L,organization,org_srl,2
ROMANA AMBIENTE S.R.L,organization,org_srl,2
ROMANA AMBIENTE S.R.L.,organization,org_srl,1
ROMANO PETROLI SRL.,organization,org_srl,1
ROMAVERDE SRL HA ESEGUITO IL SOPRALLUOGO RICHIESTO,organization,org_srl,1
ROSA DEI VENTI S.R.L.,organization,org_srl,1
ROTOSTAMPA GROUP S,non_classificato,nessun_segnale_esplicito,2
ROYAL PAESTUM SRL,organization,org_srl,1
RP//PRESS,non_classificato,nessun_segnale_esplicito,1
RS COMPONENTS S.R.L,organization,org_srl,1
"RTI COSTITUITO DA FASTWEB S.P.A. (MANDATARIA) E MATICMIND S.P.A., N&C S.R.L. E CONSORZIO CONSIELTE S.C.R.L. (MANDANTI)",organization,org_srl,1
"RTI FASTWEB S.P.A. (MANDATARIA), MATICMIND S.P.A., N&C S.R.L, CONSORZIO CONSIELTE S.C.R.L",organization,org_srl,1
RTI INTELLERA CONSULTING,non_classificato,nessun_segnale_esplicito,1
RTI INTELLERA CONSULTING S.R.L. MANDATARIA E CAPGEMINI ITALIA S.P.A. – HSPI S.P.A. – TELECONSYS S.P.A,organization,org_srl,1
RTI – KPMG ADVISORY SPA,organization,org_spa,1
RTP ARCH. FEDERICO FABBRO,non_classificato,nessun_segnale_esplicito,1
RTP STI@-NICITA (STUDIO ASSOCIATO),organization,org_studio_prof,1
RUBBETTINO EDITORE S.R.L.,organization,org_srl,1
RUBBETTINO SRL,organization,org_srl,1
RUSSO COSTRUZIONI SRL,organization,org_srl,1
RX FRANCE,non_classificato,nessun_segnale_esplicito,1
S.F.B. S.R.L.,organization,org_srl,1
S.M.I. TECHNOLOGIES AND CONSULTING,non_classificato,nessun_segnale_esplicito,1
SABBATINELLI-FAVI & C. SNC,organization,org_snc,3
SABRINA BORSETTI,non_classificato,nessun_segnale_esplicito,1
SACRESTANO AMEDEO,non_classificato,nessun_segnale_esplicito,1
SAE DI QUARTO ALESS,non_classificato,nessun_segnale_esplicito,1
SAFETY SYSTEM SRL,organization,org_srl,1
SALT IMPIANTI S.R.L.,organization,org_srl,1
SANDRA DI SEGNI,non_classificato,nessun_segnale_esplicito,1
SANICLIN SRLS,organization,org_srl,1
SANTONI SRL,organization,org_srl,1
SANTORO GRAFICA S.R.L,organization,org_srl,1
SAP - SOCIETÀ ARCHEOLOGICA S.R.L.,organization,org_srl,1
SARA ASS,non_classificato,nessun_segnale_esplicito,1
SASSANO S.R.L.,organization,org_srl,1
SATCOM SRL,organization,org_srl,1
SATER 4 SHOW S.R.L.,organization,org_srl,1
SAUBER & SAUBER SRL,organization,org_srl,1
SAUBER & SAUBER SRLS,organization,org_srl,2
SAV - INGEGNERIA STUDIO ASS,non_classificato,nessun_segnale_esplicito,1
SBG PARTNERS SPA,organization,org_spa,1
SBLENDORIO GEO,non_classificato,nessun_segnale_esplicito,1
SCAFFALATURE & ARREDI DI STEFANO MILLO,non_classificato,nessun_segnale_esplicito,1
SCALA FIORITA DI CERAVOLO CARMELO,non_classificato,nessun_segnale_esplicito,1
SCHNEIDER ELECTRIC SPA,organization,org_spa,1
SCHULZ,non_classificato,nessun_segnale_esplicito,1
SCONFINANDO SRL,organization,org_srl,1
SCOTTA S.R.L.,organization,org_srl,1
SCUOLA SUPERIORE SANT’ANNA DI PISA,non_classificato,nessun_segnale_esplicito,1
SCUOTTO IMPIANTI ELETTRICI E TECNOLOGICI S.R.L.,organization,org_srl,19
SCUOTTO IMPIANTI ELETTRICI E TECNOLOGICI SRL,organization,org_srl,2
SDG SRL,organization,org_srl,1
SEA - SEA EVENT AGENCY SRLS,organization,org_srl,1
SEA GRUPPO SRL,organization,org_srl,2
SEAL S.R.L.,organization,org_srl,1
SEARCH ON MEDIA GROUP SRL,organization,org_srl,1
SEBACH S.P.A,organization,org_spa,2
SEC IMPIANTI S.R.L.,organization,org_srl,1
SECHI INFORMATICA SRL,organization,org_srl,1
SECLAN S.R.L.,organization,org_srl,1
SECSOL SRL,organization,org_srl,1
SECURITAS METRONOTTE S.R.L.,organization,org_srl,1
SECURITAS METRONOTTE SRL,organization,org_srl,1
SECURITAS METRONOTTE TOSCANA SRL,organization,org_srl,1
SECURITY & ALARMING SRL,organization,org_srl,1
SECURITY LABOR SRL,organization,org_srl,1
SEGESIT MULTIMEDIA SRL,organization,org_srl,1
SEGNI DI INTEGRAZIONE - LAZIO COOPERATIVA SOCIALE ONLUS,organization,org_cooperativa,1
SEIPA S.R.L,organization,org_srl,1
SELINT,non_classificato,nessun_segnale_esplicito,2
SELINT S.R.L,organization,org_srl,1
SELINT S.R.L.,organization,org_srl,1
SELINT SRL,organization,org_srl,4
SEN INTERIM,non_classificato,nessun_segnale_esplicito,1
SERBAN CRISTINA,non_classificato,nessun_segnale_esplicito,1
SEROSISTEMI SRL,organization,org_srl,2
SERVICE S.R.L,organization,org_srl,1
SERVIZI AMBIENTALI S.R.L,organization,org_srl,1
SERVIZI ANTINCENDIO S.R.L,organization,org_srl,2
SERVIZI DIFFUSIONALI SRL,organization,org_srl,1
SERVIZI ELETTRICI INTEGRATI,non_classificato,nessun_segnale_esplicito,1
SERVIZITALIA SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
SET S.R.L.,organization,org_srl,1
SETEC SRL,organization,org_srl,1
SETTANTA7 S.R.L.,organization,org_srl,1
SFERA INFORMATICA & STRUMENTAZIONE S.R.L.,organization,org_srl,2
SHADO S.R.L.,organization,org_srl,1
SHANGHAI MILLCENT EXHIBITION CO,non_classificato,nessun_segnale_esplicito,1
SHIPPING TEAM SRL,organization,org_srl,1
SHOEI BIJITSU CO,non_classificato,nessun_segnale_esplicito,1
SHORR KAN S.R.L.,organization,org_srl,1
SHOW NET S.R.L.,organization,org_srl,1
SIAV S.P.A,organization,org_spa,1
SIAV SPA -VIA A. ROSSI 5/N,organization,org_spa,1
SICURITALIA IVRI SPA.,organization,org_spa,1
SIDEL S.P.A,organization,org_spa,1
SIDELMED SPA,organization,org_spa,1
SIEMENS SPA,organization,org_spa,2
SIGAP ITALPAGHE S.A.S. DI BORRELLI LUISA - SOCIETA TRA PROFESSIONISTI,organization,org_sas,1
SIGGI GROUP S.P.A,organization,org_spa,1
SIGMA S.R.L,organization,org_srl,1
SIGMA SRL,organization,org_srl,2
SIGNORELLI CESARE DI SIGNORELLI,non_classificato,nessun_segnale_esplicito,1
SILERON S.R.L. ( 10251880968),organization,org_srl,1
SILVANA EDITORIALE S,non_classificato,nessun_segnale_esplicito,3
SIMONE POZZI,non_classificato,nessun_segnale_esplicito,1
"SIMUL NEWS S.R.L. – P. IVA 15513981009 – VIA CHIANA N. 38, 00198 ROMA",organization,org_srl,2
SINCRON SISTEMI S.R.L,organization,org_srl,1
SINCRON SISTEMI S.R.L.,organization,org_srl,1
SINERGIE SINESCO S.R.L,organization,org_srl,1
SINERGY GROUP S.R.L. UNIPERSONALE,organization,org_srl,1
SINEXIA S.R.L. RISULTA ABILITATO SUL MERCATO,organization,org_srl,1
SINTESI S.P.A,organization,org_spa,2
SINTESI S.P.A.,organization,org_spa,1
SIPER SRLS,organization,org_srl,1
SIRECON S.R.L.,organization,org_srl,1
SISTEMA AZIENDA SRL,organization,org_srl,5
SISTEMA UFFICIO SRL,organization,org_srl,1
SISTEMI INTEGRATI ANTINCENDIO E SICUREZZA SRL,organization,org_srl,1
SITIC SRL –,organization,org_srl,4
SJ COMPANY,non_classificato,nessun_segnale_esplicito,1
SKYLAB STUDIOS S.R.L.,organization,org_srl,1
SMC TREVISO SRL,organization,org_srl,1
SMI TECHNOLOGIES AND CONSULTING S.R.L.,organization,org_srl,1
SNAP SRL,organization,org_srl,1
SO.EN S.R.L.,organization,org_srl,1
SO.GE.DI.CO. SRL,organization,org_srl,1
SO.VE.PI. SRL.,organization,org_srl,1
SOC. ECOTEAM SRL,organization,org_srl,1
SOC. IL PRATO PUBLISHING HOUSE SRL,organization,org_srl,1
SOC. SPACE SERVICE SRL,organization,org_srl,1
SOC. VIRTUAL LOGIC S.R.L.,organization,org_srl,1
SOCIALCOM S.R.L,organization,org_srl,1
SOCIETA' PULISERVICE SRL,organization,org_srl,1
SOCIETA' SPLENDOR SUD SRL,organization,org_srl,1
SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
SOCIETÀ COOPERATIVA PRONTOTAXI 6645,organization,org_cooperativa,1
SOCIETÀ ERREBIAN S.P.A. (P.I. 02044501001) IN ROMA,organization,org_spa,1
SOCIETÀ GGG SPA,organization,org_spa,1
SOCIETÀ HARPACEAS S.R.L.,organization,org_srl,1
SOCIETÀ MERCURIO SERVICE S.P.A.,organization,org_spa,1
SOCIETÀ PROGETTAZIONE ARCHITETTURA E INGEGNERIA SRL,organization,org_srl,1
SOCIETÀ S NAP S.R.L.,organization,org_srl,1
SOCIETÀ SPRING PROJECT S.R.L,organization,org_srl,1
"SOCIETÀ TELECOM ITALIA S.P.A., P. IVA 00488410010 CON SEDE IN MILANO, VIA GAETANO NEGRI N.1",organization,org_spa,1
SOFTVISION S.R.L.,organization,org_srl,1
SOFTWARE TECNICO SCIENTIFICO S.R.L.,organization,org_srl,1
SOLARI UDINE S.P.A,organization,org_spa,1
SOLGEOTEK SRL,organization,org_srl,1
SOLUZIONI & FORNITURE SRL,organization,org_srl,1
SOLVENTUM ITALY S.R.L.,organization,org_srl,1
SOOURCE SRL,organization,org_srl,1
SORBELLO GIOVANNI,non_classificato,nessun_segnale_esplicito,2
SOSEISHI SNC,organization,org_snc,1
SPAZIO EVENTI ALLESTIMENTI S,non_classificato,nessun_segnale_esplicito,1
SPAZIO LABORATORIO SRL,organization,org_srl,1
SPECIALIZZATO CHE POSS,non_classificato,nessun_segnale_esplicito,2
"SPECIALIZZATO, LA VODAFONE ITALIA S.P.A.",organization,org_spa,1
SPEDART S,non_classificato,nessun_segnale_esplicito,1
SPORT NETWORK SRL,organization,org_srl,1
SPORTS LAB IT S.R.L.,organization,org_srl,1
SPRING PROJECT S.R.L,organization,org_srl,1
SPRINT S.R.L. IN RISPOSTA ALLA SUDDETTA TRATTATIVA,organization,org_srl,1
SPRINT SRL,organization,org_srl,1
SPS SRL,organization,org_srl,1
STABILIMENTO TRIESTINO DI SORVEGLIANZA E CHIUSURA S.R.L.,organization,org_srl,1
STAPLES,non_classificato,nessun_segnale_esplicito,1
STEFANO CEINER,non_classificato,nessun_segnale_esplicito,1
STEFANO PAGANI,non_classificato,nessun_segnale_esplicito,1
STEFANO QUATTRINI,non_classificato,nessun_segnale_esplicito,1
STEIGENBERGER ICON WILTCHER’S,non_classificato,nessun_segnale_esplicito,1
STING ITALIA S.R.L,organization,org_srl,1
STORE DI LUCIDI FABIO - EPOXY SHOP,non_classificato,nessun_segnale_esplicito,1
STRA.EDIL S.R.L.,organization,org_srl,1
STUDIO AMARANTO SRL,organization,org_srl,2
STUDIO ARCH. POZZI S.R.L.,organization,org_srl,1
STUDIO ASSOCIATO FRATERNALI QUATTROCCOLO ARCHITETTI,organization,org_studio_prof,1
STUDIO ATI,non_classificato,nessun_segnale_esplicito,1
STUDIO BC S.R.L.,organization,org_srl,1
STUDIO BLEU DI CHIARA DI BENEDETTO E ANDREA MENEGHETTI,non_classificato,nessun_segnale_esplicito,2
STUDIO COMMERCIALE MASSIMO MORRONE,non_classificato,nessun_segnale_esplicito,2
STUDIO DE VITO S.R.L.,organization,org_srl,1
STUDIO DI BIOARCHITETTURA E RESTAURO DEI MONUMENTI DI MARCO SILVESTRI,non_classificato,nessun_segnale_esplicito,1
"STUDIO DI CONSULENZA E ASSISTENZA FISCALE, AMMINISTRATIVA E LEGAL E PERCIBALLI SCALAS",non_classificato,nessun_segnale_esplicito,1
STUDIO DI GEOLOGIA APPLICATA E GEOTECNICA GEO/TEC,non_classificato,nessun_segnale_esplicito,1
STUDIO DI INGEGNERIA,non_classificato,nessun_segnale_esplicito,1
STUDIO DI INGEGNERIA ING. MARCO PELLEGRINI,non_classificato,nessun_segnale_esplicito,1
STUDIO DI PROGETTAZIONE DE VITO S.R.L.”,organization,org_srl,1
STUDIO IL GRANELLO S.C.S.,non_classificato,nessun_segnale_esplicito,1
STUDIO INGEGNERIA ALESSANDRO PIROTTI,non_classificato,nessun_segnale_esplicito,1
STUDIO LA RICERCA DI MANUELA,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE ALFONSO CELOTTO CON SEDE IN ROMA,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE AMORUSO,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE ASSOCIATO AVVOCATO IVONE CACCIAVILLANI,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE ASSOCIATO PISELLI & PARTNERS ROMA,non_classificato,nessun_segnale_esplicito,1
"STUDIO LEGALE CURTIS, MALLET-PREVOST, COLT & MOSLE LLP",non_classificato,nessun_segnale_esplicito,3
STUDIO LEGALE DI CECCO & ASSOCIATI,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE FRACCASTORO,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE GIANNI & ORIGONI,non_classificato,nessun_segnale_esplicito,1
STUDIO LEGALE MARESCA MORRICO BOCCIA & ASSOCIATI,non_classificato,nessun_segnale_esplicito,1
STUDIO MORBINATI E LONGO SOCIETÀ TRA AVVOCATI S,organization,org_societa_generica,2
STUDIO NOTARILE PAOLO FERRARI,non_classificato,nessun_segnale_esplicito,1
STUDIO PSM TECNICI ASS,non_classificato,nessun_segnale_esplicito,1
STUDIO RUFUS S,non_classificato,nessun_segnale_esplicito,1
STUDIO TECNICO DI ANGELO SOMMESE,non_classificato,nessun_segnale_esplicito,1
STUDIO TOZZI & ASSOCIATI STUDIO PROFESSIONALE,organization,org_studio_prof,1
STUDIO.DOT,non_classificato,nessun_segnale_esplicito,1
SUD COMPUTERS SRL.,organization,org_srl,2
SUDDETTA IN RISPOSTA ALLA SUDDETTA TRATTATIVA,non_classificato,nessun_segnale_esplicito,1
SUMMIT OF DILIGENCE FOR GENERAL TRADING LTD. CO.,non_classificato,nessun_segnale_esplicito,1
SUPERELECTRIC S.R.L.,organization,org_srl,1
SUSANNA GHINASS,non_classificato,nessun_segnale_esplicito,1
SVÈTA GENNAI,non_classificato,nessun_segnale_esplicito,1
SW PROJECT INFORMATICA S,non_classificato,nessun_segnale_esplicito,2
SW PROJECT INFORMATICA S.R.L,organization,org_srl,1
SW PROJECT INFORMATICA SRL,organization,org_srl,3
SYNERGIA S.R.L.,organization,org_srl,1
SYNLAB LAZIO S.R.L.,organization,org_srl,1
SYNTAX S.C.A.R.L,organization,org_scarl,2
SYSPACK COMPUTER ITALIA SRL,organization,org_srl,1
T.A.C.E. SRL,organization,org_srl,1
T.E.R.R.A. S.R.L.,organization,org_srl,1
T.S. IMPIANTI DI FEDERICO VINCENZO,non_classificato,nessun_segnale_esplicito,1
TABLOID SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
TAPPEZZERIA BERTELLI DI BERTELLI PAOLO,non_classificato,nessun_segnale_esplicito,1
TECHNOFFICE DI TOFANI S.,non_classificato,nessun_segnale_esplicito,1
TECHNOFFICE DI TOFANI STEFANO,non_classificato,nessun_segnale_esplicito,1
TECHNOLOGIES 2000 SRL,organization,org_srl,1
TECHNOLOGY MEDIA CO,non_classificato,nessun_segnale_esplicito,1
TECNO 3D SRL,organization,org_srl,1
TECNO ANTONELLI SRL,organization,org_srl,3
TECNO ANTONELLI SRL A SEGUITO DI SOPRALLUOGO,organization,org_srl,1
TECNO ANTONELLI SRL.,organization,org_srl,1
TECNO ASCENSORI ROMA SRL,organization,org_srl,1
TECNO OFFICE GLOBAL S,non_classificato,nessun_segnale_esplicito,4
TECNO3D SRL,organization,org_srl,1
TECNOAPPALTI S.R.L.,organization,org_srl,2
TECNOCONFERENCE EUROPE S.R.L,organization,org_srl,1
TECNOCONFERENCE SRL,organization,org_srl,3
TECNOEDI COSTRUZIONI S,non_classificato,nessun_segnale_esplicito,1
TECNOENGINEERING SRL,organization,org_srl,1
TECNOGRUPPI S.R.L. GIÀ FORNITORE DI HC SERVICE S.C.A.R.L,organization,org_srl,1
TECNOIMPIANTI SRL,organization,org_srl,1
TECNOMEETING SRL,organization,org_srl,2
TECNOREG S.R.L,organization,org_srl,1
TECNOSYSTEM SRL,organization,org_srl,2
TEKNE RESTAURO DI ELISA TREMORI,non_classificato,nessun_segnale_esplicito,2
TEKNOELETTRONICA SRL PROT. M_DG.GDAP 23/07/2025.0320969,organization,org_srl,1
TELEBIT S.P.A.,organization,org_spa,1
TELECOM ITALIA,non_classificato,nessun_segnale_esplicito,1
TELECOM ITALIA S.P.A,organization,org_spa,1
TELECOM ITALIA S.P.A.,organization,org_spa,1
TELECOM ITALIA S.P.A. (CF/PI 00488410010),organization,org_spa,1
"TELECOM ITALIA SPA, CON SEDE LEGALE IN MILANO, VIA GAETANO NEGRI N. 1",organization,org_spa,1
TELECOM S.P.A,organization,org_spa,3
TELECOMUNICAZIONI ALDENA S.R.L.,organization,org_srl,1
TELPRESS ITALIA S.R.L.,organization,org_srl,1
TELPRESS ITALIA SRL,organization,org_srl,1
TEMAS SRL,organization,org_srl,1
TERMICA 2000 DI ROBERTO GARZIA E C. S.A.S.,organization,org_sas,1
TERMO SUD DI LUIGI DE MARTINO,non_classificato,nessun_segnale_esplicito,1
TERMOIDRAULICA DI ESPOSITO GIUSEPPE,non_classificato,nessun_segnale_esplicito,1
TERMOIMPIANTI SRL,organization,org_srl,1
TERMOTEC DI DESANTIS CRISTIAN,non_classificato,nessun_segnale_esplicito,1
TERSA SRL,organization,org_srl,1
TESSITURA ARTISTICA CHIERESE DI NAVONE ANDREA & C,non_classificato,nessun_segnale_esplicito,1
THE DATA APPEAL COMPANY SPA,organization,org_spa,1
THE FOOD BOUTIQUE,non_classificato,nessun_segnale_esplicito,1
THE RIGHT PERSON S.R.L,organization,org_srl,1
THE TEACHERS S.R.L.,organization,org_srl,1
THEA GROUP SPA,organization,org_spa,1
THEOREMA SRL,organization,org_srl,1
TI PHONE,non_classificato,nessun_segnale_esplicito,1
TI.MA. SRL,organization,org_srl,1
TIESSELAB S.R.L,organization,org_srl,1
TIFLA SRLS,organization,org_srl,1
TIM S.P.A,organization,org_spa,1
TIM S.P.A.,organization,org_spa,2
TIM S.P.A. ( CODICE FISCALE: 00488410010),organization,org_spa,1
TIMEWARE DIGITAL SRL,organization,org_srl,1
TIPOGRAFIA CISI DI DANILO LA REGINA,non_classificato,nessun_segnale_esplicito,1
TIPOGRAFIA CLAUDIO NERI S.R.L.,organization,org_srl,1
TIPOGRAFIA GALLI DI PIACENTINI ROMOLO,non_classificato,nessun_segnale_esplicito,1
TIPOGRAFIA RICCIERI DI RICCIERI MAURO,non_classificato,nessun_segnale_esplicito,1
TIPOGRAFIA RISMA,non_classificato,nessun_segnale_esplicito,1
TIPOGRAFIA RISMA DI BARBAGLI SIMONE,non_classificato,nessun_segnale_esplicito,1
TIPOMART SNC,organization,org_snc,1
TIRRENIA S.R.L.,organization,org_srl,2
TONERGROSS S.R.L. (P.I. 16781871005) IN ROMA,organization,org_srl,1
TOOLBOX,non_classificato,nessun_segnale_esplicito,2
TOOLBOX S,non_classificato,nessun_segnale_esplicito,1
TOP NOLEGGIO S.R.L,organization,org_srl,1
TOP STORE DISTRIBUZIONI SRL,organization,org_srl,1
TOPCON POSITIONING ITALY SRL,organization,org_srl,3
TRANE ITALIA S.R.L,organization,org_srl,2
TRANE ITALIA SRL (CF: [IDENTIFICATIVO PRIVATO RIMOSSO]),organization,org_srl,1
TRASLOCHI SCABELLI GROUPS S.R.L.,organization,org_srl,1
TREGI SAS,organization,org_sas,2
TRIESTE CONVENTION CENTER S.P.A,organization,org_spa,1
TRULY DESIGN S.R.L.,organization,org_srl,1
TTS TELEMATICA TRASPORTI E SICUREZZA,non_classificato,nessun_segnale_esplicito,1
TUEGA S,non_classificato,nessun_segnale_esplicito,1
TUTTOLUBRIFICANTI DI ELIA LUBJANA & C. SAS,organization,org_sas,1
UFFICIOSTILE S.P.A,organization,org_spa,2
UFFICIOSTILE SPA (CODICE,organization,org_spa,1
ULTOM SRL,organization,org_srl,1
ULTRAPROMEDIA S.R.L,organization,org_srl,1
ULTRAPROMEDIA S.R.L.,organization,org_srl,1
ULTRAPROMEDIA SRL,organization,org_srl,1
ULTRAVIAGGI S.R.L,organization,org_srl,1
UMBERTO ALLEMANDI SRL,organization,org_srl,1
UMBRA CONTROL S.R.L,organization,org_srl,1
UMBRIA ACCUMULATORI,non_classificato,nessun_segnale_esplicito,1
UNDERSCORE S.R.L,organization,org_srl,2
UNIDATA S,non_classificato,nessun_segnale_esplicito,2
UNIPOLSAI ASS,non_classificato,nessun_segnale_esplicito,2
UNISID GROUP S.R.L.,organization,org_srl,1
UNISVE S.R.L.,organization,org_srl,1
UNITARI E METRICHE UTILIZZATE IN AQ COSNIP PER SERVIZI ANALOGHI,non_classificato,nessun_segnale_esplicito,1
UNIVERSITA DEGLI STUDI DI MILANO BICOCCA,non_classificato,nessun_segnale_esplicito,1
UNIVERSITA’ DEGLI STUDI MILANO BICOCCA,non_classificato,nessun_segnale_esplicito,1
UNIVERSITÀ CATTOLICA DEL SACRO CUORE,non_classificato,nessun_segnale_esplicito,1
UNIVERSITÀ CATTOLICA DEL SACRO CUORE (ATI CON FONDAZIONE EOS ONLUS),organization,org_fondazione,1
UNIVERSITÀ DEGLI STUDI DI FIRENZE - DIPARTIMENTO DIDA,non_classificato,nessun_segnale_esplicito,1
V.P.P. COMUNICATION FACTORY S,non_classificato,nessun_segnale_esplicito,1
VALERIO CAPRA,non_classificato,nessun_segnale_esplicito,1
